function	S1_S16	S1_m	S2_S16	S2_m	S3_S16	S3_m	S4_S16	S4_m	S5_S16	S5_m	S6_S16	S6_m	S7_S16	S7_m	S8_S16	S8_m	S9_S16	S9_m	S10_S16	S10_m	S11_S16	S11_m	S12_S16	S12_m	S13_S16	S13_m	S14_S16	S14_m	S15_S16	S15_m	S16_S16	S16_m	S17_S16	S17_m	S18_S16	S18_m
K00179	0	50	206	366	611	29	4799	32	31	12	0	94	181	211	190	31	449	7	449	81	0	1	59	91	103	44	1363	127	6	163	151	181	54	229	91	38
K00180	0	50	180	366	611	29	4799	32	31	12	0	94	181	211	190	32	449	7	448	81	0	0	57	86	100	44	1363	125	6	163	151	176	54	229	91	37
K00183	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
K00184	7375	1379	478	1375	4933	1834	2696	344	3299	770	16233	1125	1136	1727	4015	252	4566	1850	6105	3373	4500	2644	679	585	1474	2680	15191	365	10911	1816	2539	1137	422	284	908	637
K00185	7375	1379	445	1375	4933	1834	2696	344	3299	770	16233	1125	1094	1727	4014	248	4566	1850	6098	3373	4500	2644	666	580	1439	2680	15191	360	10911	1816	2538	1082	380	284	898	636
K00186	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K00187	0	0	1	3	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K00188	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00192	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00193	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
K00194	336	2	26	47	37	5	38	0	1046	12	921	1	5	120	332	3	310	247	181	54	212	249	0	16	81	11	10	10	440	49	23	8	5	482	11	68
K00195	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00196	0	0	19	9	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	1	11	0	0	8	0	0	1	7	1	0	3	0
K00197	0	2	26	0	0	0	0	0	0	0	0	1	5	22	0	7	0	0	1	0	0	0	0	1	25	11	4	25	0	11	0	10	0	0	5	0
K00198	0	3	58	10	0	0	0	0	0	0	0	2	10	44	0	7	0	0	4	0	0	0	0	2	36	21	8	32	0	21	3	22	0	0	5	0
K00200	0	4	105	4	1	1	39	0	61	10	0	0	121	1	2	8	16	0	43	15	0	0	100	20	74	1	6	47	6	3	15	170	81	2	91	1
K00201	0	4	93	4	1	1	39	0	61	10	0	0	116	1	2	7	16	0	41	15	0	0	96	20	71	1	6	45	6	3	15	164	79	2	78	1
K00202	0	4	98	4	1	1	39	0	61	10	0	0	116	1	2	8	16	0	41	15	0	0	96	20	71	1	6	45	6	3	15	163	79	2	80	1
K00203	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	0	0	0	0
K00204	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00205	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0
K00208	31109	3876	5006	3019	14455	2400	17549	1608	18125	1847	13589	2156	16105	4795	9058	1833	8471	3988	8999	4149	11211	3410	6485	1806	5366	5369	28899	1662	7628	4848	8402	4449	8272	5310	7317	1194
K00209	6258	1926	3393	1184	8399	941	4582	892	6762	886	16577	1146	4525	1581	5565	1559	2205	765	3516	854	8245	3687	1298	668	1193	1414	10487	132	12442	1509	3682	245	2657	715	632	570
K00210	5	193	38	171	197	2	768	6	17	5	7	0	71	140	5	7	335	0	510	6	0	5	29	59	26	3	0	42	24	372	53	53	88	7	42	5
K00211	0	17	50	2	97	2	78	15	29	5	0	89	155	43	28	110	364	1	171	42	0	0	21	337	69	2	0	17	0	311	122	13	96	2	136	54
K00214	0	0	20	0	0	1	25	0	0	0	0	1	36	2	0	3	3	0	28	1	0	0	129	2	381	0	0	43	0	0	0	85	75	0	2	0
K00215	31849	6723	8831	4518	27113	3715	21481	2047	30497	2875	54808	3796	18705	5942	15074	3653	9256	5696	21611	11689	23883	11482	14009	3028	6216	6665	31162	1682	35231	6500	10941	3979	8889	5419	10962	2508
K00216	1137	430	1729	234	2042	166	1917	231	1097	358	201	205	1613	260	317	934	175	162	1027	396	614	110	2256	188	186	375	6711	45	773	146	798	83	1202	2097	399	159
K00217	750	274	629	82	1110	194	0	131	5552	25	4880	0	261	15	154	485	17	893	542	17	1250	523	27	88	158	37	25	40	1385	0	658	145	39	125	318	23
K00218	0	0	129	0	0	1	25	0	0	0	0	1	51	2	0	5	3	0	136	5	0	0	129	5	386	0	0	68	0	0	0	162	89	0	82	0
K00219	11511	1964	5236	1710	11319	1005	5010	995	24860	939	12347	824	6978	3277	4499	2897	2922	3040	3311	618	9062	3311	4628	772	2331	3249	12743	580	5829	4684	3629	1068	3410	5007	1893	366
K00220	20	408	550	202	1919	170	5486	305	180	156	5	281	6179	355	1255	48	811	36	1124	428	3	4	1056	617	832	168	1935	354	32	272	1493	902	2760	1995	3252	421
K00221	0	0	7	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	3	0	0	0	0	0	6	0	0	2	0	0	0	2	6	0	5	3
K00222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K00226	0	1	226	351	9	6	5	1	7	1	5	0	5737	63	5	257	5	9	127	957	2	1	5688	645	1121	1	10	113	0	2	64	232	365	57	14169	1019
K00227	1800	4	35	38	25	3	54	1	325	5	19	89	54	40	28	100	366	20	94	32	139	104	0	278	27	9	0	1	11	297	15	12	63	4	73	25
K00228	23864	2582	5738	2440	11243	1835	12359	1622	21474	1648	21801	1320	10764	4613	9791	2537	5637	3127	6243	1221	13924	4102	5413	1417	3244	3462	14742	1151	11464	4773	7575	2772	6416	4208	2822	936
K00230	754	421	2648	153	2031	85	1738	113	806	72	265	195	719	238	119	1685	123	181	917	240	684	147	14436	379	478	358	6566	65	1010	146	359	146	690	431	465	128
K00231	6	9	1759	284	13	28	55	132	643	276	55	2	5136	49	203	645	46	43	1101	830	0	3	7898	952	1779	2	39	290	134	4	498	578	1959	42	4010	390
K00232	3730	156	1395	337	551	122	751	183	5715	395	596	116	7785	346	764	857	409	328	1448	755	4365	1327	7351	971	1864	242	1135	110	980	202	883	151	3452	69	3470	452
K00239	34195	3758	7753	4301	15627	4725	14286	1863	27603	2439	38123	2596	26540	6625	13292	3275	11973	6518	17142	9653	17957	6777	20042	3818	7320	8078	44879	1628	22535	6524	9057	3985	9482	4514	27171	3425
K00240	34193	3757	7760	4256	15627	4724	14286	1860	27550	2439	38091	2596	24389	6619	13286	3276	11973	6488	17008	9234	17957	6775	19745	3465	7165	8078	44876	1623	22415	6524	9055	4079	9184	4504	24463	3183
K00241	31861	3748	8116	4254	15370	4801	13752	1844	32586	2439	42502	2581	16717	6554	12949	3695	11922	7336	17164	8138	18345	6878	13476	2549	5853	8114	44885	1559	23450	6503	8956	3819	8658	4600	7488	1930
K00242	19445	2258	6532	1620	9869	1115	10622	1429	21091	1375	9579	972	14103	3568	6455	2813	4054	2832	4925	1615	10827	2896	11504	1694	3033	3129	14618	975	4532	3705	5986	2214	7522	4138	5626	901
K00243	9094	1611	2946	1396	5922	1332	3762	836	7995	830	5178	1117	5374	2389	3470	1124	5151	1977	5682	3176	7479	3052	1282	756	2366	3311	18935	334	5046	2015	3680	603	2796	1976	1223	376
K00244	958	438	1955	280	2083	292	1904	102	853	91	241	200	644	295	293	858	612	262	403	131	744	169	2387	104	428	382	6771	167	989	164	360	250	690	521	258	53
K00245	754	422	1661	157	2034	86	1788	101	760	73	222	195	174	281	163	478	253	181	238	30	683	146	394	34	280	377	6609	49	982	162	335	102	346	444	140	20
K00246	754	422	1664	157	2034	86	1788	101	760	73	222	195	174	281	163	502	253	181	236	30	684	146	394	34	280	377	6609	48	982	162	335	101	346	444	139	19
K00247	753	422	1651	149	2034	86	1788	102	760	73	222	195	162	281	163	455	253	181	235	30	683	146	394	36	280	377	6621	43	982	163	335	80	343	447	133	19
K00248	17886	803	2513	1200	2209	656	2248	941	17433	793	9127	502	7755	2170	5657	1161	2725	2386	1964	625	9968	2461	1968	827	2136	2226	6064	563	3129	1142	3831	1260	3014	3072	4507	446
K00249	68582	5484	9309	4453	20335	3276	26928	3611	75645	3404	36884	1935	25294	9268	20213	4346	14112	11631	11415	2959	36494	10545	10264	3023	9000	10116	28750	2827	12265	8361	15828	6563	12545	13945	11026	1681
K00252	29997	3985	7600	3687	13443	4423	12322	1767	25188	2514	41422	2855	19719	5799	13691	4040	11922	6281	18663	9717	17688	7378	41850	4483	7090	7585	38214	1217	25192	5115	9169	2839	8932	4153	13668	2679
K00253	17679	1785	3497	1144	4487	790	8683	1183	13134	959	4458	767	7965	3324	6104	1217	3447	1652	3394	847	8767	2086	2451	792	2379	2652	7938	812	2106	3535	5091	1867	4549	3522	2175	447
K00254	26820	3642	6793	3054	14812	2950	13415	1777	24389	2144	25814	2095	18928	5279	10501	3059	8626	4682	11140	5311	15327	5540	12898	2773	5140	5800	29808	1276	15443	5505	8593	3051	7994	4425	11959	1952
K00255	6208	755	2583	738	7161	846	1396	29	22165	116	14935	145	1182	1157	65	1571	828	3062	1783	227	4262	2114	1418	122	545	1009	232	218	4641	3587	170	247	350	575	613	94
K00256	0	6	9	0	8	11	57	0	0	20	0	0	18	10	0	3	0	0	40	6	0	0	16	12	14	0	0	5	0	1	0	25	11	1	2	2
K00257	132081	8379	18488	7977	33711	5433	32725	4540	126626	4669	67942	3527	32791	16460	29029	9363	19880	18388	21646	8103	61704	16959	25612	4203	11293	15684	36609	3856	23456	18265	20958	8084	16554	29498	12435	2396
K00259	10503	2345	4523	2374	7897	2106	10555	908	4667	1416	16698	1601	8168	3108	6553	1500	6750	1993	8752	4470	5842	3076	10226	1911	4426	3143	17609	1119	11306	2878	5550	3055	3290	983	8275	1328
K00260	0	0	340	27	0	1	3	1	0	1	0	0	362	5	0	161	0	4	261	1	0	0	259	37	170	1	18	53	0	1	2	56	76	9	203	2
K00261	17620	1530	2235	1856	10431	1176	5365	799	20474	1154	13916	808	4544	2480	5281	1244	4238	3262	2095	637	8502	2543	1155	931	1439	2552	9346	711	4667	2986	4303	1655	1288	2204	4423	513
K00262	25822	2867	4149	3316	12322	2622	6760	1323	23694	1938	25088	1627	7956	3925	8987	1640	6783	4680	8841	4216	13705	5307	2953	1057	3683	5346	27442	529	15087	4344	5941	961	4286	3936	1941	922
K00263	7507	517	1584	963	2804	846	2269	779	6481	643	12418	502	5478	1561	4980	1115	2060	655	3652	620	6328	2235	2006	853	2103	884	3909	423	7711	1579	3063	819	2920	1755	1296	550
K00264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K00265	20790	3437	7051	2750	14264	1773	12565	1690	21731	2014	25381	1686	15533	4346	9892	3104	5337	3118	7014	2447	13998	5094	12665	2360	4009	3467	14670	1343	15158	4777	8010	3160	8224	4392	6673	1389
K00266	27338	4692	7917	4229	18557	2211	19719	2855	27912	2971	26222	2356	23399	6057	14855	3387	7615	3593	8942	2712	18843	6603	12039	2790	5781	5526	22101	1685	16217	6008	12669	3982	12611	5071	7322	1680
K00270	0	0	111	0	0	0	0	0	0	0	0	0	50	0	0	3	0	0	98	0	0	0	19	4	29	0	0	28	0	0	0	20	23	0	58	1
K00271	0	0	63	0	0	0	0	0	0	0	0	0	258	0	0	26	0	1	83	72	0	0	537	73	333	0	0	21	0	1	0	52	236	0	168	22
K00273	2	0	103	0	0	0	1	1	52	0	33	0	358	1	0	5	0	31	97	14	0	2	222	64	311	1	8	30	120	1	0	67	141	1	155	10
K00274	7473	827	2105	493	3549	317	7153	1010	7132	643	2844	248	8569	1951	2790	793	1766	614	3075	600	7413	2098	1563	920	2456	960	4973	590	1854	1304	3951	966	4155	7306	3833	558
K00275	27702	4199	7938	3388	17984	3255	15534	3019	30004	2701	30627	2357	19001	5697	14274	3430	10511	5527	12125	5077	16577	6065	13042	2395	5734	6836	35349	1363	16580	5831	12586	3216	9873	4579	6672	1596
K00276	610	1	1500	5	0	7	8	5	1008	1	99	0	2953	215	2	917	0	197	1084	731	56	27	12873	830	906	0	3	70	267	412	8	136	1209	15	3312	353
K00278	26228	3563	6713	3085	14279	2664	12782	1659	23762	2018	25775	1846	16875	4899	9301	2874	7705	4582	10385	4949	14793	5502	13115	2642	5257	5560	29029	1454	15376	5223	7925	3386	7126	4332	12104	1792
K00281	29235	3229	5601	3069	12458	2758	13127	2319	17190	2266	21223	2048	12719	4948	12300	2860	8671	3680	10136	5210	14830	5260	17770	2343	4542	5761	31985	928	14048	3842	9903	2376	6784	7300	6431	1546
K00282	50	326	1023	56	376	15	1121	85	74	88	10	108	3301	341	203	255	494	16	1178	62	4	13	1277	280	1042	109	503	511	42	484	653	1218	2061	209	610	69
K00283	50	326	982	56	376	15	1121	85	74	88	10	108	3299	341	203	254	494	16	1176	62	4	13	1269	274	1040	109	503	510	42	484	601	1221	2059	209	609	69
K00284	3656	647	337	793	1059	352	1535	174	779	394	446	413	705	1070	1664	118	1309	127	780	41	1422	446	674	131	1037	1428	2404	302	329	481	1177	892	359	331	1000	62
K00285	53549	5317	9426	5026	21979	3435	24861	3616	57475	3926	38718	2426	29328	8448	20465	4897	10453	8121	14662	5879	30152	8370	7397	2854	5944	8590	28821	1918	17184	7795	16436	4415	14987	13005	9417	1993
K00286	26825	3929	7181	3486	16410	3063	14701	2415	24760	2429	25823	2234	21883	5592	12394	3294	9582	4817	11608	5898	15329	5546	18906	3078	6748	6316	32637	1646	15465	5682	10652	3913	8715	4513	21167	2558
K00287	28430	4168	6723	4039	17366	3595	16341	2004	24487	2803	37819	2285	21683	5625	13019	3053	9443	4823	16433	8588	17605	6403	18583	3087	5871	6209	35846	1288	22928	5740	9764	2854	8484	4977	20943	2888
K00288	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0
K00289	0	0	0	0	0	0	0	0	0	0	0	0	1822	0	0	6	0	0	18	197	0	0	222	243	47	0	0	0	0	0	0	1	11	0	2719	219
K00290	3	174	248	553	381	85	1419	154	20	231	0	189	356	363	1384	28	1203	25	118	12	0	3	502	75	565	155	590	198	47	220	882	567	258	127	478	12
K00293	0	0	5	59	4	0	6	0	0	0	0	0	41	5	0	2	0	0	0	0	0	0	0	3	19	0	0	12	0	0	8	133	21	2	15	1
K00294	7375	1377	973	1454	4938	1836	2705	328	3303	770	16233	1123	1679	1707	4014	361	4566	1877	6367	3478	4500	2644	1751	671	1921	2660	15196	365	10911	1796	2480	902	910	299	1366	641
K00297	28967	4383	7793	3835	16975	3432	19263	2165	32266	2401	31200	2432	23722	6361	12867	3991	9507	5824	12808	6312	17055	6367	25139	3513	6773	6433	31680	1634	17266	7600	10215	4026	8538	6605	24013	2915
K00298	0	0	19	1	0	1	0	2	2	1	0	0	45	0	0	1	0	1	5	1	2	0	29	1	92	0	5	6	0	1	3	4	18	20	7	0
K00299	10667	2902	4800	2351	16049	1068	15232	2455	24725	2547	7770	1083	19707	3578	7903	2405	4226	2478	5697	1939	11119	3630	10237	2232	3998	4577	20236	648	4959	3846	9179	982	9183	5515	8314	1200
K00301	671	622	1285	234	3300	153	9738	452	686	328	731	177	4498	872	684	503	374	63	2004	1136	1600	209	7285	1014	838	250	2475	126	385	395	1990	236	1882	502	3640	493
K00302	4295	1071	2699	654	5395	421	11595	1153	9802	533	1635	735	13322	2175	4237	1933	2388	644	3526	664	9355	2317	7865	1188	2677	1299	8476	300	1890	1243	4437	912	7352	2335	1312	468
K00303	9338	2502	4151	1837	9156	646	18017	2004	24216	1441	4019	1336	20400	5426	6501	3104	3663	1606	5167	1020	23377	5722	8315	1927	3759	4844	18722	483	4339	2530	7906	1382	10085	3095	4609	878
K00304	4284	1065	1767	629	5395	407	11536	1122	9759	475	1610	735	10805	2175	4168	1087	2373	639	2775	599	9353	2317	1268	952	2355	1295	8438	250	1874	1241	4272	668	5720	2323	1075	377
K00305	4284	1065	2193	629	5395	407	11536	1122	9759	475	1631	735	10926	2175	4168	1443	2373	639	3091	648	9353	2317	7397	1073	2481	1295	8438	240	1888	1241	4272	602	5912	2323	1124	414
K00306	0	1	4	1	0	0	0	0	0	0	0	0	98	0	2	6	0	0	184	99	0	0	5	7	5	0	3	1	0	0	0	2	0	6	9	19
K00311	19340	1829	5016	1401	7832	1020	8842	1204	24290	1028	9413	802	10634	3329	6150	2423	3885	2893	4240	861	13206	3657	2983	953	2467	2842	9017	916	3982	3558	5270	2114	6030	3688	2350	513
K00313	957	936	104	431	4829	213	8486	303	24	155	315	648	42	749	1157	103	859	13	445	76	1020	141	89	68	45	832	14795	28	1470	535	988	69	15	1120	108	34
K00314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K00315	646	590	369	418	2441	259	5976	385	4525	62	110	669	229	652	2925	454	1833	258	485	117	3036	909	459	158	390	468	3997	103	641	452	1795	411	77	549	313	54
K00316	1456	421	1527	148	2031	83	1730	97	4598	72	271	221	31	236	107	837	122	274	211	13	3550	980	165	35	7	429	7548	13	1288	146	275	74	102	2064	33	7
K00317	0	0	13	1	1	1	2	0	0	0	0	0	45	2	0	78	9	0	65	9	0	0	31	21	12	1	0	13	0	2	6	17	1	6	22	10
K00318	9344	1857	1280	2425	5738	2501	3262	408	3899	1302	28089	1441	3934	2774	6499	392	5032	2181	8103	4116	6361	3464	2319	1081	2138	3916	16866	408	17675	2430	3116	931	1000	567	4300	1182
K00319	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0
K00320	0	0	11	2	0	0	0	0	0	0	0	0	116	1	0	1	0	0	12	0	0	0	29	0	45	0	0	7	0	0	2	11	30	0	13	0
K00322	6543	1388	2280	695	8842	610	8383	890	13986	449	6052	510	6799	2078	2237	1549	1586	1577	1978	467	6925	2135	3560	680	1217	1576	11616	214	3564	2749	3095	421	2631	2550	3349	407
K00324	27550	3594	11001	2554	17283	1869	18373	2699	39199	2122	17960	1410	34030	5870	11296	5233	6859	5092	10627	2565	18727	5367	27839	3364	7978	4627	20361	2081	7383	6915	11707	4599	17904	6645	10642	1726
K00325	19493	2270	7189	1698	9935	1123	10593	1519	20777	1404	9569	973	18028	3577	6479	3196	4051	2802	5912	1383	10827	2896	18650	1914	4823	3135	14623	1192	4527	3703	6612	2704	9920	4125	5913	969
K00326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K00329	0	19	0	0	18	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	10	14	54	1	0	0	0	4	0	35	8	0
K00330	28484	3786	6220	3892	15475	3621	14311	2048	24594	2733	37877	2269	15122	5822	14580	2818	9721	4861	12255	4776	17351	6397	6871	2152	4969	5969	29856	1535	22121	6081	9834	4046	7729	4488	6490	1727
K00331	28163	3785	6180	3791	15475	3602	14302	1908	24477	2602	37600	2268	14908	5816	13418	2821	9644	4933	12254	4778	17094	6329	6796	2149	4853	5965	29853	1526	22075	6070	9388	3974	7703	4477	6493	1722
K00332	21617	2709	2953	2883	8276	3058	10748	1183	10418	2181	31549	1846	10108	3984	11345	1140	8027	3337	10685	4680	10166	4194	3782	1806	3892	4406	19401	1304	18514	3482	7034	3618	5203	2152	6082	1580
K00333	21679	2709	2927	2883	8276	3063	10748	1183	10540	2181	31549	1846	10165	3984	11345	1069	8027	3344	10612	4681	10166	4194	3831	1806	3916	4406	19401	1312	18514	3483	7034	3594	5236	2152	6115	1584
K00334	26824	3953	6148	3236	16451	3025	18081	1982	24190	2220	25761	2188	16258	5341	10772	2722	8858	4675	11246	4678	15326	5539	6438	2110	4558	5859	31037	1475	15315	5667	9471	3653	8501	4649	6292	1534
K00335	26818	3644	6121	3158	14805	2953	13397	1792	24075	2142	25759	2097	14650	5198	10547	2718	8753	4651	10614	4523	15326	5538	6343	1954	4622	5832	29840	1489	15309	5516	8641	3801	7521	4406	6290	1432
K00336	26818	3642	6066	3103	14802	2951	13397	1792	24071	2142	25759	2096	16349	5163	10547	2721	8753	4651	10606	4714	15326	5538	6474	2199	4503	5822	29836	1449	15309	5505	8695	3611	7484	4405	8954	1628
K00337	28163	3785	6208	3799	15475	3602	14306	1909	24479	2603	37600	2268	15010	5815	13422	2822	9644	4933	12271	4778	17094	6329	6818	2150	4909	5965	29853	1535	22075	6070	9390	3995	7712	4478	6475	1729
K00338	28163	3696	6184	3703	15360	3580	13523	1839	24470	2387	37600	2260	14906	5721	12992	2821	9125	4912	12251	4778	17094	6327	6792	2140	4784	5935	29853	1514	22053	5971	8944	3978	7686	4451	6466	1718
K00339	28163	3785	6189	3790	15475	3602	14302	1908	24477	2602	37600	2268	14928	5815	13418	2820	9644	4933	12250	4778	17094	6329	6794	2147	4857	5965	29853	1519	22075	6070	9388	3961	7682	4477	6473	1722
K00340	28163	3785	6172	3790	15475	3602	14302	1908	24477	2602	37600	2268	14914	5815	13418	2813	9644	4933	12243	4774	17094	6329	6764	2144	4805	5965	29853	1505	22075	6070	9388	3959	7666	4477	6403	1722
K00341	28163	3784	6177	3791	15475	3602	14302	1904	24477	2602	37600	2267	14941	5794	13418	2818	9644	4933	12245	4778	17094	6328	6798	2147	4874	5954	29849	1523	22075	6060	9380	4025	7693	4477	6473	1723
K00342	28163	3785	6291	3791	15475	3602	14306	1909	24479	2603	37600	2268	15085	5815	13422	2834	9644	4933	12269	4778	17094	6329	6822	2153	4897	5965	29853	1587	22075	6070	9390	4203	7727	4478	6484	1728
K00343	28163	3777	6175	3787	15469	3601	14231	1887	24474	2603	37598	2268	15008	5798	13393	2816	9641	4933	12249	4776	17094	6328	6777	2146	4852	5951	29851	1511	22075	6064	9269	3958	7706	4477	6449	1728
K00344	47395	4795	14372	3991	17073	3026	12643	3573	59352	3576	37063	1948	40625	7697	17290	7207	11010	8738	11985	4380	27434	8684	35558	5596	8519	7455	24758	2504	13455	7852	15048	5715	16267	12593	29230	3407
K00346	343	1	1609	391	18	8	40	5	767	2	64	1	267	269	8	484	1	182	330	26	173	76	443	91	229	7	3	74	261	28	32	238	322	21	147	46
K00347	343	1	1735	392	18	8	46	7	775	2	64	1	315	269	8	484	1	182	349	37	173	76	534	95	355	9	7	82	261	28	32	238	437	21	188	46
K00348	343	1	1735	392	18	8	46	7	775	2	64	1	315	269	8	484	1	182	349	37	173	76	534	95	355	9	7	82	261	28	32	238	437	21	186	46
K00349	343	1	1735	392	18	8	46	7	775	2	64	1	315	269	8	484	1	182	349	37	173	76	534	95	355	9	7	82	261	28	32	238	437	21	188	46
K00350	346	1	2984	392	18	9	46	7	1428	2	106	1	325	270	8	738	2	338	526	40	290	129	684	108	357	9	7	85	515	28	32	244	524	21	216	49
K00351	343	1	1735	392	18	8	46	7	775	2	64	1	306	269	8	483	1	182	349	37	173	76	532	95	355	9	7	82	261	28	32	233	437	21	188	46
K00354	980	6	541	47	45	6	85	0	5540	32	1031	27	389	108	332	594	310	501	385	64	3248	1158	239	76	144	72	988	62	1003	39	75	61	73	482	94	69
K00355	8580	986	2860	762	6055	825	9044	1958	12870	1048	6118	718	9357	2801	6507	1893	4278	1844	7575	3762	7940	2187	3196	679	1897	2482	13690	296	2562	2090	6702	341	4916	5378	1193	436
K00356	752	728	2041	230	2309	361	6433	336	4996	201	125	412	4891	668	1394	763	1286	315	1759	273	3041	924	1264	514	1156	337	3380	670	644	741	1797	1613	3107	554	1175	219
K00360	6	8	673	72	6	25	33	130	431	275	54	2	5492	3	196	399	46	31	697	566	0	3	7158	929	746	1	11	28	134	2	497	69	1338	17	5807	562
K00362	25900	3116	7439	2642	12108	1643	12792	2458	29770	2885	15977	1138	16895	5645	9934	3690	5311	4092	6236	1644	15395	4222	14103	2318	3674	5252	18227	1033	6762	6025	9892	1924	8688	4409	8527	1218
K00363	20135	2447	4856	2087	8300	1053	11615	2315	14069	2586	5213	1000	12563	4508	9639	2025	4846	2202	4123	1490	10934	2574	10937	1735	3035	4292	18004	808	3195	2880	9276	1819	7154	3965	5432	860
K00364	18520	1939	1987	1223	6500	1582	4046	277	8680	681	7755	1217	1021	2164	2871	745	4504	2881	5014	3362	6988	2636	2554	249	1197	4124	23512	260	5731	1429	2045	632	531	1909	1506	334
K00365	2	0	904	2	0	1	0	3	311	1	54	0	3007	1	4	410	0	31	607	525	0	3	6800	725	568	0	0	62	134	1	2	107	800	2	3245	309
K00366	0	0	235	29	0	2	37	0	0	0	0	1	177	9	0	88	3	0	201	8	0	0	246	37	770	0	3	117	0	0	6	200	185	2	111	3
K00367	3080	147	112	159	742	88	1513	129	502	259	431	97	301	433	992	16	817	45	351	43	1329	417	196	141	569	162	131	130	264	287	921	339	154	61	200	68
K00368	3463	349	236	411	2532	271	6622	953	1321	719	714	298	1312	677	3800	34	1414	70	849	220	1598	491	707	294	317	666	4200	71	316	520	3332	291	883	319	240	185
K00370	13821	1571	818	1142	5948	521	5081	1297	5999	1434	2894	690	8336	1525	4943	531	2033	944	1576	785	4812	687	1455	859	1474	2539	17724	210	1762	783	4827	538	3641	1688	3666	511
K00371	13821	1571	848	1142	5948	521	5081	1298	5999	1434	2894	690	8336	1525	4943	532	2033	944	1576	786	4812	687	1531	859	1610	2539	17724	215	1762	783	4830	522	3641	1688	3707	511
K00372	17360	1484	3377	1406	8151	920	12441	1242	14691	1174	9218	633	11103	2782	5615	1653	3107	2306	4237	1207	7564	1757	8716	1612	2513	2618	7236	727	2917	2851	5194	1473	4605	2011	7729	890
K00373	13821	1571	828	1142	5948	521	5081	1298	5999	1434	2894	690	8336	1525	4943	531	2033	944	1579	786	4812	687	1531	876	1606	2539	17724	215	1762	783	4830	466	3651	1688	3679	510
K00374	13821	1571	837	1150	5948	521	5081	1298	5999	1434	2894	690	8336	1525	4943	532	2033	944	1576	785	4812	687	1455	859	1607	2539	17724	219	1762	783	4827	469	3638	1688	3679	510
K00375	35620	4511	8708	4888	17905	4417	20075	3776	39428	4282	43792	2640	36204	7523	20595	5200	11419	6931	18441	9034	22914	7337	14139	4241	6057	9129	59622	1094	24038	7128	14329	2531	12159	9573	26964	3510
K00376	1822	448	242	504	593	193	514	189	4146	348	2229	182	4036	853	1533	4	715	866	647	357	1421	394	513	219	903	1319	1778	115	228	326	1570	319	1884	426	390	148
K00380	15452	1648	4852	2477	12409	2720	7008	1433	25273	1421	22352	1291	11571	5091	10227	2448	8479	4673	10210	4345	13094	4154	6908	1265	2797	4631	26479	663	11530	5015	6181	1118	5863	3208	2317	939
K00381	21546	2875	5653	1799	11726	1480	12199	1996	21556	1429	9690	1224	14103	4571	8167	2354	5494	3161	8099	3541	10912	3074	5273	1146	3392	4245	20255	1119	4751	6094	8148	2435	7995	4206	3072	626
