function	S1_S16	S1_m	S2_S16	S2_m	S3_S16	S3_m	S4_S16	S4_m	S5_S16	S5_m	S6_S16	S6_m	S7_S16	S7_m	S8_S16	S8_m	S9_S16	S9_m	S10_S16	S10_m	S11_S16	S11_m	S12_S16	S12_m	S13_S16	S13_m	S14_S16	S14_m	S15_S16	S15_m	S16_S16	S16_m
K11711	2268.79	4	662.71	57	323.64	18	1154.88	24	3228.12	35	12251	9	140.3	36	1686.33	39	368.83	7	195.12	67	1383.08	28	3776.05	16	1020.92	14	1760.5	30	2178.5	13	2595.58	50
K11712	2268.79	4	662.71	57	507.64	18	1154.88	24	3228.12	35	12251	9	2457.63	36	1686.33	39	374.83	7	202.12	67	1383.08	31	3776.05	16	1020.92	14	1760.5	30	2178.5	13	2595.58	50
K11717	15126	130	12296.75	175	5573.53	129	6025.67	90	15263.15	244	24473.76	93	12465.06	193	28760.58	116	17871.77	120	5531.81	244	6754.75	153	16105.15	271	9830.63	87	11647.34	145	9215.05	108	10306.22	162
K11719	11238.1	99	10549.91	205	4944.57	54	6333.32	53	7626.89	96	19427.84	49	10793.83	91	4364.53	109	4635.57	42	2309.82	157	5320.72	96	20308.3	169	5592.92	49	9513.51	91	8347.26	89	5522.04	101
K11720	18176.1	149	13394.58	238	5635.9	147	8317.32	94	16445.79	258	26813.84	105	13234.88	215	21404.87	154	5518.24	76	4162.07	291	8157.72	160	25620.8	336	11474.92	93	15152.51	161	12913.26	144	11650.04	169
K11731	3797.1	53	1672.03	132	1573.65	17	3376.4	32	4321.9	59	4408.08	16	5361.25	56	1752.45	49	1035.16	14	1004.25	93	2439.26	18	5922.2	24	3177.17	26	5831.84	57	5492.17	19	1949.1	32
K11732	2104	21	1729.5	1	20.38	5	483.5	4	737	2	613.88	10	377.12	3	8	6	0	1	27	18	272.5	1	2606	11	1433.5	6	40.5	3	86	16	158.17	5
K11733	5431.77	73	3670.24	112	1587.15	29	3619.55	23	3279.35	72	4158.88	20	6743.15	74	5278.86	27	8351.41	45	1861.01	65	2387.97	9	14394.49	76	4516.46	26	6307.67	46	3380.84	47	2281.88	30
K11734	12032.15	104	6383.18	373	5261.31	112	7652.43	64	9800.17	296	15246.09	51	16893.07	232	16406.98	151	3661.39	34	2268.37	186	5205.05	13	28185.71	293	7677.85	69	21233.84	104	15653.26	125	7608.39	121
K11735	5201.89	39	3415.54	343	4623.53	48	4249.03	30	4303.77	219	8421.79	23	18102.91	169	3026.53	139	8866.74	32	1277.79	82	2736.64	10	30924.87	78	4098.04	43	15512.34	31	12393.5	49	2717.3	88
K11736	2104	21	1729.5	7	220.38	5	483.5	4	738	3	749.88	10	2076.83	6	177.33	7	1850	2	1.25	18	279.5	1	2606	11	1433.5	6	932.5	5	216.67	16	166.5	10
K11737	7519.5	95	3741.13	250	4057.88	49	830.12	16	4705.33	117	7702.51	22	15344.85	106	6467.25	71	15319.63	51	1565.44	82	590.94	11	16478.8	181	2800.53	31	12334.18	54	8061.14	63	1703.25	61
K11738	2104	21	1884.25	11	2013.98	5	488.5	4	764	4	753.88	10	7626.11	7	4208.83	7	20583.76	45	796.06	18	279.5	5	2608.6	12	1442.5	6	932.5	5	232.67	16	174.9	10
K11739	0	0	0	1	0	2	7	1	0	0	3	0	5.71	1	4	0	17	1	16	0	2	1	6698	0	0	7	0	1	0	0	0	0
K11740	94.17	1	439.33	51	480	9	285	3	829.5	39	2216	1	302.21	32	380.58	32	751.83	8	475.5	17	577.67	15	7594.67	3	411.17	10	1758.5	11	2058	10	1363.83	11
K11741	20499.94	158	9994.12	300	5953.62	156	12875.48	138	15091.59	288	20480.92	97	16843.32	244	41031.9	125	16199.24	137	4734.71	259	10581.82	81	27149.43	384	13953.92	119	18710.85	172	14213.22	162	14226.64	143
K11742	2110.5	21	1731	10	1499.13	6	514.5	4	809	3	1077.38	10	3237.41	6	1161.33	8	2109	6	108.25	18	301.5	2	9321	11	1441	13	981	6	375.92	16	175.5	12
K11743	2110.5	21	1731	10	1499.13	6	514.5	4	809	3	1077.38	10	3237.41	6	1161.33	8	2109	6	93.25	18	301.5	2	9321	11	1441	13	981	6	375.92	16	175.5	12
K11744	2104	21	1730.17	7	63.38	5	483.5	4	745	3	749.88	10	981.5	6	9.33	7	8	1	1.25	18	274.5	1	2606	11	1433.5	6	932.5	5	216.67	16	156.5	10
K11745	4331.17	25	2357.83	61	342.52	15	1789	30	4056.24	37	13273.88	18	954.75	40	1714.16	45	313.42	11	185.24	84	1768.83	23	6350.55	27	2598.8	21	2149	33	2474.5	28	2883.08	60
K11746	7143.5	57	2588.5	60	752.52	11	696.5	13	1923.5	90	1502.88	33	3300.13	81	1335.25	33	85	5	36	30	794.5	16	7352.5	12	1656	15	3156.5	26	1805	18	924	19
K11747	10009.24	137	5870.4	166	3966.88	42	7766.17	41	5096.67	62	8025.46	34	10694.95	56	2628.15	73	4426.56	35	1758.95	113	5612.74	39	16458.28	94	6621	41	8517.01	93	6745.26	73	4038.56	55
K11748	7363	56	2744.5	31	1774.13	60	712.5	17	3546	42	3700.38	49	3620.58	50	15517.33	21	2325	13	1613.75	135	800.5	10	6142	147	3198.5	30	6003	33	4249.92	45	3094.5	45
K11749	18176.1	149	13363.91	238	6601.76	138	8325.32	94	16498.8	258	26813.84	105	13778.75	215	21368.2	154	5800.18	78	4154.33	291	8164.97	178	25621.47	336	11482.42	93	15156.18	158	12919.22	144	11624.77	171
K11750	2104	21	1729.5	8	1470.63	5	483.5	4	738	3	752.38	10	3241.58	6	543.33	7	2008	3	7.75	18	279.5	2	2606	11	1433.5	6	936	5	316.92	16	166.5	10
K11751	2104.38	21	1730.12	13	1279	5	486.12	4	740.12	3	750.26	10	2357.53	9	202.24	8	2022.75	2	27.7	18	280.75	8	2606.5	11	1433.88	6	1826.5	6	353.34	16	166.5	10
K11752	19175.1	151	14335.33	245	7684.59	150	9011.72	108	16776.99	259	26877.09	105	16114.16	216	25634.7	154	13519.19	136	5923.47	291	8701.97	196	32807.8	337	11733.92	113	15157.51	170	12943.26	145	12102.04	171
K11753	18214.1	149	13442.41	244	7467.71	148	8975.32	108	17094.3	259	26683.84	105	15590.58	215	29687.2	154	18778.18	153	6688.15	291	8667.97	192	25643.97	336	11745.92	107	15161.18	169	12944.22	145	11950.44	167
K11754	19581.1	160	13443.66	245	7761.23	151	9617.92	109	17020.8	259	26819.84	105	16105	215	30376.37	154	19038.43	153	6865.13	291	9312.47	196	26944.47	336	11806.92	108	15159.18	171	12946.22	145	12221.84	172
K11755	11835.71	108	5948.5	127	3432.8	114	2252.77	45	10950.61	216	11184.76	70	10049.36	170	18206.42	68	3962.02	41	2543.72	174	2922.12	65	10962.95	241	7621	55	10935.17	94	7373.38	88	6701.62	98
K11777	0	0	0	0	52.5	0	0	0	0	0	0	0	3.5	0	9.5	0	12.5	1	309.75	0	0	3	0	0	0	0	0	0	0	0	0	0
K11779	33	1	170	0	258	0	0	0	0	0	0	1	286	0	1373	0	907.5	15	597.5	0	0.67	18	17	1	0	0	0	0	0	0	0	1
K11780	0	0	25	0	21	1	0	0	7	0	0	1	15	0	5	0	124.5	1	370.25	0	2	5	0	0	3	1	0	1	0	0	0	0
K11781	0	0	25	0	22	1	0	0	14	0	0	1	16	0	5	0	126.5	1	375.25	0	4	5	0	0	3	1	0	1	0	0	0	0
K11782	441	8	198	5	178.41	32	755	13	2958.5	119	1345	13	740.92	77	1521.67	18	504.67	23	360.17	6	1056	24	1057.5	13	488	16	100	34	299	15	2236	10
K11783	441	8	198	5	125.75	32	755	13	2958.5	119	1345	13	643.25	77	1527.17	18	407	22	251.17	6	1056	18	1057.5	13	488	16	100	34	299	15	2236	10
K11784	441	8	198	5	181.66	32	755	13	2958.5	119	1345	13	741.17	77	1487.5	18	506.67	23	320.92	6	1056	23	1057.5	13	488	16	100	34	299	15	2236	10
K11785	441	8	198	5	168.41	32	755	13	2958.5	119	1345	13	734.92	77	1521.67	18	511.67	23	340.17	6	1056	23	1057.5	13	488	16	100	34	299	15	2236	10
K11787	1969	4	1843.5	1	228	2	63.67	1	63.5	1	11	1	69.5	2	317.67	1	112	7	204	1	106.67	10	994	2	93.5	1	4.17	1	11.67	1	407.17	1
K11808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0
K11811	9964.68	130	7066.38	183	2401.49	105	5932.66	52	8461.64	52	21308.08	52	3389.89	58	18255.44	103	1712.23	37	2821.91	232	4154.84	35	24026.14	294	8480.08	67	11330.17	87	10920	118	7452.9	131
K11814	0	0	3	0	88	0	0	0	0	0	0	0	44.5	0	0	0	148	1	37	0	0	1	0	0	0	0	0	0	0	0	0	1
K11815	0	0	3	0	88	0	0	0	0	0	0	0	44.5	0	0	0	158	1	37	0	0	1	0	0	0	0	0	0	0	0	0	1
K11889	173	6	4678	1	47	0	157	1	15	0	0	5	16	1	359	0	4	3	7	2	85	1	374	10	0	1	0	1	0	4	46	0
K11890	3258.6	25	6360.7	126	2366.76	20	3931.9	24	2018.64	62	4464.25	16	9050.47	51	1119.7	63	4335.32	20	1101.74	52	2538.6	27	10361.08	76	2372.63	17	5395.5	20	4371.5	34	2428.85	40
K11891	4690.7	41	7462.78	204	5104.56	27	7018.55	40	3316.29	72	8333.84	24	16233.93	69	1593.8	116	6789.73	38	2035.99	94	4532.32	40	11286.9	86	4657.25	29	12493.17	44	9552.18	50	3707.07	75
K11892	4672.2	41	7448.78	201	4653.94	27	7011.55	40	2967.79	65	7701.39	24	16005.72	65	1506.8	101	6752.64	35	2031.74	85	4531.32	41	11238.4	86	4605.75	28	11188	44	8317.18	50	3635.57	68
K11893	4657.82	41	7439.66	210	4568.89	28	7704.43	46	3414.91	68	7774.01	24	15056.1	71	1304.13	104	5093.72	36	2151.86	86	4965.07	41	11206.78	86	4623	28	12065	47	8432.35	50	4266.82	69
K11894	1573.98	22	5758.82	56	1612.73	5	3230.02	16	762.52	2	2318	13	3256.99	6	540.78	33	561.32	14	866.62	31	2063.85	6	1164.7	20	2116.38	10	2974	20	3283.67	19	1233.6	22
K11895	6767.82	61	9169.16	207	4604.27	32	8187.93	50	4151.91	70	8518.89	34	15496.22	74	1296.13	110	5013.47	36	2070.11	103	5237.57	39	13814.78	96	6156.5	33	11748.5	49	8425.35	65	4446.32	78
K11896	6767.82	61	9169.16	208	4727.27	32	8187.93	50	4481.91	77	9055.89	34	16030.72	78	1343.13	125	5032.97	39	2134.61	112	5237.57	42	13822.78	96	6156.5	33	11754.5	49	8443.35	65	4446.32	90
K11897	3254.1	25	6356.58	134	2355.73	22	3941.15	25	2170.89	63	4553.25	16	8717.11	57	951.36	65	2660.9	21	1291.74	57	2538.72	32	10412.7	76	2438.25	17	6826.5	23	4519.84	35	2364.47	45
K11898	185.38	6	4752.62	6	306.8	1	161.62	1	20.12	1	0	5	1684.76	4	616.58	2	1943.92	6	149.37	2	93.25	10	409.5	10	0.38	1	894	2	130.67	4	56	1
K11899	173.38	6	4678.62	1	100	0	159.62	1	16.12	0	0	5	33.62	1	390.25	0	43.75	4	63.62	2	86.25	4	374.5	10	0.38	1	0	1	0	4	46	0
K11900	8861.7	81	10893.78	201	4548.51	35	7978.55	47	4712.29	75	8597.63	44	15549.31	76	1353.13	127	4914.39	37	2126.74	130	5066.32	45	16422.9	107	7421.25	38	11642	51	8150.85	81	3867.07	87
K11901	8861.7	81	10893.78	246	4892.51	35	7993.55	49	4801.29	76	9097.63	45	17607.98	79	1411.13	157	5076.72	44	2761.74	133	5066.32	38	16422.9	108	7421.25	42	12401	53	9976.85	81	3891.07	98
K11902	3252.1	25	6356.58	137	2729.9	22	3939.15	25	2167.89	63	4550.25	16	9906.78	57	1003.61	65	2814.9	23	1380.74	57	2538.72	35	10387.7	76	2438.25	17	7198.5	23	4644.84	35	2364.47	46
K11903	6762.82	61	9169.16	255	8820.91	32	8205.93	52	6220.91	112	12391.89	35	21918.02	100	1875.71	235	5747.23	61	3147.11	159	5249.57	45	13894.78	98	6056.5	38	12533.5	52	10407.85	65	4447.32	123
K11904	20660.57	175	18956.26	818	20211.87	125	19538.26	110	14811.98	568	32814.37	90	51165.57	442	2640.3	394	7796.97	81	4012.48	329	12472.5	117	45041.97	266	16992.63	94	46767.69	131	29358.12	191	9813.92	255
K11905	3503.6	37	2807.7	63	1808.16	9	3553.9	19	1473.4	4	3300.26	18	5007.99	11	350.19	40	2301.82	12	784	47	2255.1	5	3396.2	21	3549.5	16	3947	24	3586.34	31	1346.1	27
K11906	2823.7	33	2239.9	128	2969.83	14	6854.3	37	2153.54	15	4943.39	16	10766.28	26	758.55	87	4699.47	25	1739.99	67	4418.2	20	8337.78	20	4301.13	24	6910	42	6050.18	30	3111.95	48
K11907	4658.7	41	7463.78	204	4412.51	27	7011.55	40	2908.29	65	7100.63	24	14577.48	67	1314.13	101	4891.72	34	2014.49	85	4523.32	38	11202.9	85	4554.25	27	11999	45	8275.85	50	3554.07	62
K11908	0	0	0	0	1025	0	0	0	0	0	0	0	0	1	8	0	150	1	2	0	0	1	5	0	0	0	0	0	0	0	0	1
K11909	0	0	0	6	1072	1	0	0	1	1	136	1	607.71	3	9.33	2	154	1	23	0	0	1	5	0	0	1	894	2	136.67	0	0	6
K11910	1399.6	16	1078.2	62	1884.78	5	3070.4	16	1066.4	9	3087.38	8	5055.87	12	354.86	51	2295.82	15	812	38	1982.6	4	798.2	10	2116	10	3906.5	21	3500.34	15	1189.6	29
K11911	2104	21	1729.5	24	1269.38	5	483.5	4	741	4	749.88	10	2490.54	14	181.32	11	2000	2	1.25	18	279.5	1	2606	11	1433.5	6	3610.5	9	614.68	16	166.5	10
K11912	1399.6	16	1130.2	46	451.15	6	3070.4	16	571.4	2	696.25	8	2582.75	3	82.45	31	351.4	8	766	30	1976.6	2	7535.2	10	2116	14	776	16	1826	15	1179.6	17
K11913	1399.6	16	1078.2	46	526.15	6	3070.4	16	571.4	2	746.25	8	2594.25	3	104.45	31	355.9	8	781	29	1975.6	3	7483.2	10	2116	14	776	16	1826	15	1179.6	17
K11914	1399.6	16	1078.2	45	529.4	5	3070.4	16	734.4	2	2347	8	2775	3	162.2	32	286.4	10	776	29	1975.6	3	785.2	10	2116	10	759	19	1826	15	1179.6	17
K11915	2799.2	32	2156.4	91	956.55	11	6140.8	31	1305.8	3	2878.25	16	5188.75	5	215.98	62	622.8	17	1562	58	3951.2	7	8268.4	19	4232	23	1535	35	3652	30	2359.2	33
K11916	1399.6	16	1078.2	45	455.4	5	3070.4	16	734.4	2	2182	8	2593	3	113.2	32	286.4	10	776	29	1975.6	2	785.2	10	2116	10	759	19	1826	15	1179.6	17
K11917	2328	36	502	14	176.75	6	232	15	2976	1	886.08	8	620.58	5	3	3	63.17	1	15	62	429	4	2889	14	823	13	100.67	35	244	3	426	3
K11918	0	1	2	1	286	1	0	0	3	0	0	0	7	1	0.25	0	30.5	1	10.5	1	5.5	1	0	1	0	0	17	1	0	0	0	1
K11919	0	0	0	1	217	0	0	0	0	0	0	0	0	1	0.25	0	24	1	0	0	0	1	0	0	0	0	17	0	0	0	0	1
K11921	6690.65	63	3345.65	51	750.36	47	4040.02	35	4971.02	196	11553.46	43	1319.86	146	1775.78	85	628.4	19	174.54	63	3645.85	5	11086.87	16	3339.55	38	1850.17	79	2473	38	5420.43	69
K11922	0	0	0	0	52	0	0	0	86	0	136	0	850	1	0	0	0	1	1.25	0	0	1	0	0	0	0	0	0	0	0	0	6
K11923	2109	21	1729.5	62	809.38	11	483.5	4	1077	51	1497.88	10	4466.83	40	201.33	20	1850	3	1.25	20	279.5	2	3956	11	1456.5	7	3676.5	6	1816.67	17	166.5	19
K11924	2502.5	23	2137	4	654.88	8	917.5	5	1456	2	937.88	19	3052.12	4	1310.33	7	2335	8	618.75	24	662.5	16	3206	63	1732	10	85.5	7	145	31	177.5	7
K11925	2104	21	1729.5	8	1430.13	5	483.5	4	738	3	616.38	10	2790.24	6	214.33	7	2000	3	3.75	18	279.5	13	2606	11	1433.5	6	936	5	316.92	16	166.5	5
K11926	2104	21	1729.5	8	1461.13	5	483.5	4	738	3	752.38	10	3201.58	6	188.33	7	2000	3	3.75	18	279.5	1	2606	11	1433.5	6	936	5	316.92	16	166.5	10
K11927	30484.27	219	19239.37	220	6208.24	381	12110.07	207	33724.19	764	38940.34	230	14980.26	569	56450.2	250	6571.57	141	6408.17	560	13595.1	198	34203.85	685	27866.8	202	21859.84	333	20431.67	241	27937.25	294
K11928	5426.53	73	3790.28	257	4428.12	42	3920.44	25	4607.54	142	10187.84	22	11694.15	115	1113.61	99	3218.35	27	1789.15	92	2866.17	18	14990.11	85	4494.67	33	12661.67	56	9709.92	57	3092	64
K11929	4208	41	3459	1	212.38	9	967	8	1474	4	1160.38	20	1940.83	6	184	11	1850	2	1.25	36	552	1	5212	22	2867	12	40.5	6	86	32	323	14
K11930	2104	21	1729.5	0	75	5	483.5	4	737	2	410.5	10	42	3	20	6	27	4	20	18	272.5	2	2606	11	1433.5	6	0	3	0	16	156.5	5
K11931	3779.93	71	3032.96	136	2029.53	24	3647.4	22	3082.9	53	5998.13	19	5749.08	46	1128.45	55	951.57	12	883	63	2334.34	5	5044.27	23	4104.24	23	6087.67	45	4461.84	34	1404.01	37
K11932	2117	21	1871	4	94.52	5	492.5	4	751.5	3	1361.02	10	1593.19	4	14	8	0	1	38	18	280.5	1	2617	12	1486	6	165.5	3	350	16	165	11
K11933	2104	21	1729.5	8	1307.75	5	483.5	4	738	3	752.76	10	2226.33	6	20.33	7	150	2	2.5	18	274.5	1	2606	11	1433.5	6	934	5	310.92	16	156.5	10
K11934	2104	21	1729.5	7	220.38	5	483.5	4	1353.5	3	749.88	10	2071.12	6	177.33	7	1854.33	2	20.92	18	281.5	1	2606	11	1433.5	6	932.5	5	216.67	16	166.5	10
K11935	5622.1	57	4540.7	57	515.53	14	4068.4	23	2253.4	6	3839.63	28	3090.37	12	1086.78	45	433.9	10	869.5	65	2540.6	2	6042.2	32	4990.5	22	2086.5	27	2315.67	47	1530.6	28
K11936	3732.1	71	3019.08	150	2429.03	22	3647.15	21	2903.15	53	7302.13	19	5782.41	47	1188.78	56	569.4	12	964.58	58	2333.22	7	4953.32	21	3987.12	22	7287.5	45	4798.67	33	1387.22	38
K11937	3518.1	37	2811.2	57	515.53	10	3584.9	20	1516.4	4	3429.13	18	3089.37	10	1033.78	40	413.9	10	861.5	47	2268.1	2	3436.2	21	3557	16	2086.5	24	2315.67	31	1374.1	24
K11938	2104	21	1729.5	7	223.13	5	483.5	4	738	3	749.88	10	2077.58	6	211.5	7	1855	2	20.5	18	279.5	1	2606	11	1433.5	6	932.5	5	216.67	16	166.5	10
K11939	10680.55	119	6375.92	263	4005.25	63	6234.78	70	9204.26	132	24279.46	42	12424.98	123	24012.37	126	10030.92	96	3432.63	164	4727.76	24	19557.03	159	6380.29	63	13004.01	100	9538.26	87	5131.18	138
K11940	5711	44	8100	9	732.41	13	1990.17	10	1674.5	3	796.88	29	2259.66	8	1293.83	7	2754	18	767.75	32	1837.17	38	6457.6	81	1907	12	938.67	20	234.34	46	1315.07	10
K11941	2104	21	1871.5	1	375.04	5	483.5	4	737	2	749.88	10	3040.5	3	344	6	3704.67	4	1.25	18	284.5	3	2606	12	1433.5	6	40.5	3	86	16	176.5	10
K11942	6223	43	1870	32	635.81	69	1249	16	3647	45	6292	48	1213.8	50	15744	28	892.84	31	1568.25	127	1937	46	4246	141	2719	25	5882	35	4505	50	3609	61
K11949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8.5	0	295.25	0	0	1	0	0	0	0	0	0	0	0	0	0
K11951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8.5	0	269.75	0	0	1	0	0	0	0	0	0	0	0	0	0
K11952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8.5	0	269.75	0	0	1	0	0	0	0	0	0	0	0	0	0
K11953	79	2	155	1	8	1	143	3	304	0	0	4	2	1	36	5	17	1	463.67	7	229	1	25	1	691	2	39	1	19	2	349	0
K11954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4.5	0	166.58	0	0	1	0	0	0	0	0	0	0	0	0	0
K11955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4.5	0	163.08	0	0	1	0	0	0	0	0	0	0	0	0	0
K11956	0	0	0	0	0	1	0	0	0	0	0	0	2	0	6	0	15.5	1	163.08	0	2	1	0	0	0	0	0	0	0	0	0	0
K11957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	42.5	2	197.08	0	0	1	0	0	0	0	0	0	0	0	0	0
K11958	0	0	0	0	0	1	0	0	0	0	0	0	1.5	0	14	0	16.5	1	163.08	0	2	1	0	0	0	0	0	0	0	0	0	0
K11959	12335.05	99	9795.91	202	3538.68	47	6169.78	66	9771.02	81	19313.96	57	10207.69	86	1941.53	142	4389.16	45	3078.37	213	5091.02	90	22483.91	175	5881.92	61	8412.51	100	8131.51	82	4687.52	116
K11960	12333.05	99	9789.91	202	3262.19	47	6159.78	66	9398.02	74	18912.96	57	10095.19	82	1862.53	126	4221.99	42	2814.62	204	5086.02	79	22475.91	175	5881.92	60	8412.51	100	8131.51	82	4685.52	110
K11961	12335.05	99	9795.91	202	3462.19	47	6169.78	66	9730.02	81	19313.96	57	10157.19	86	1934.53	142	4306.99	45	2968.62	213	5086.02	79	22483.91	175	5881.92	61	8412.51	100	8131.51	82	4687.52	116
K11962	12333.05	99	9789.91	202	3348.19	47	6159.78	66	9728.02	81	19313.96	57	10180.69	86	1879.53	142	4243.49	45	2842.62	213	5086.02	80	22483.91	175	5881.92	60	8412.51	100	8131.51	82	4685.52	116
K11963	12333.05	99	9789.91	202	3338.19	47	6159.78	66	9728.02	81	19313.96	57	10154.19	86	1876.53	142	4225.99	45	2842.62	213	5086.02	80	22483.91	175	5881.92	60	8412.51	100	8131.51	82	4685.52	116
K11987	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	1	60	0	0	2	0	0	0	0	0	0	0	0	0	0
K11991	11347.17	74	5340.58	104	4905.73	117	4187	81	13109.15	200	20384.76	75	9283	166	28318.91	91	17144.69	130	4996.3	218	4923.25	152	11690.72	200	8561.8	75	8344.17	110	7090.38	84	9081.48	130
K11994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
K11995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
K11996	12790.81	134	7290.2	235	6238.27	157	6655.24	90	14884.82	348	18998.84	92	16743.78	259	36747.37	176	12629.21	113	5900.12	227	6316.97	128	19080.65	266	11215	105	14189.01	156	12936.76	119	10675.39	164
K12042	0	0	0	0	0	0	0	0	0	0	0	0	30	0	985	0	222	13	47	0	0	1	0	0	0	0	0	0	0	0	0	0
K12048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K12049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0
K12055	97.17	1	368.83	124	690	14	551	5	1076	53	5082	2	3707	34	1620.58	74	2508.33	13	812.33	28	988.33	2	6750.67	4	343.67	16	3130	19	5114	18	2183.33	26
K12056	2150	21	2041	5	240.64	5	529.5	4	751.5	3	1429.16	10	264.1	5	63	8	128.5	2	145	18	289.18	6	2634	12	1486	6	204	4	430	16	165	5
K12057	2186	21	2205	41	226.88	10	812.5	5	999.5	25	2066.64	11	138.49	17	20	20	290	2	88	26	783.51	6	2634	14	1590	7	1258.5	11	1813	25	1227	6
K12058	2150	21	2041	3	184.88	5	529.5	4	751.5	3	1022.4	10	252.36	4	63	7	98	1	83	18	289.18	6	2634	12	1486	6	123	4	258	16	165	5
K12059	2117	21	1867.5	1	112.38	5	520.5	4	737	2	613.88	10	8.62	3	57	6	88.5	1	63	18	283.18	3	2616	12	1433.5	6	40.5	3	86	16	156.5	5
K12060	4290	42	3934.5	41	211.88	15	1296	8	1736.5	26	2477.14	20	133.49	20	71	25	290	2	121	44	1054.67	6	5240	25	3023.5	13	1258.5	13	1813	41	1383.5	10
K12061	4290	42	3934.5	41	211.88	15	1296	8	1736.5	26	2477.14	20	138.49	20	71	25	290	2	126	44	1056.01	6	5240	25	3023.5	13	1258.5	13	1813	41	1383.5	10
K12062	2153	21	2031.5	41	153.88	10	812.5	5	985	25	2065.64	11	135.99	17	57	20	281.5	2	68	26	783.51	4	2616	13	1537.5	7	1257	11	1813	25	1218.5	6
K12063	4290	42	3934.5	41	208.88	15	1296	8	1736.5	26	2477.14	20	138.49	20	71	25	290	2	88	44	1056.01	6	5240	25	3023.5	13	1258.5	13	1813	41	1383.5	10
K12064	2186	21	2205	41	187.5	10	812.5	5	999.5	24	1863.26	11	136.37	17	63	19	290	2	66	26	782.84	5	2634	14	1590	7	1218	11	1727	25	1227	6
K12065	2186	21	2205	41	211.88	10	812.5	5	999.5	25	2066.64	11	138.49	17	63	20	290	2	99	26	783.51	5	2634	14	1590	7	1258.5	11	1813	25	1227	6
K12066	2166	21	2173	41	190.88	10	812.5	5	999.5	25	2066.64	11	138.49	17	63	20	290	2	66	26	783.51	5	2627	14	1590	7	1258.5	11	1813	25	1227	6
K12067	2199	21	2343	41	208.88	10	812.5	5	999.5	25	2066.64	11	138.49	17	69	20	290	2	66	26	783.51	6	2644	14	1590	7	1258.5	11	1813	25	1227	6
K12068	2153	21	2031.5	41	165	10	803.5	5	985	24	1862.26	11	125.37	17	57	19	280.5	2	54	26	776.84	4	2616	13	1537.5	7	1216.5	11	1727	25	1218.5	6
K12069	13	1	138	0	6.62	0	0	0	0	0	0.38	1	116.75	0	6	1	0	1	38	0	0.67	1	10	1	0	0	0	1	0	0	0	0
K12070	0	1	0	1	7	0	37	0	0	1	203.76	0	118.87	1	0	1	0	0	0	0	7.33	0	0	0	0	1	40.5	1	86	0	0	1
K12071	36	1	164	41	38	6	283	1	248	23	1451.76	1	118.87	14	6	14	192	1	0	8	494.33	1	5	2	104	2	1216.5	8	1727	9	1062	2
K12072	2186	21	2205	41	224.5	10	812.5	5	999.5	25	2067.02	11	255.24	17	20	20	290	2	126	26	783.51	6	2634	14	1590	7	1258.5	11	1813	25	1227	6
K12073	0	0	25	0	72.5	1	0	0	0	0	0	1	16.5	0	73.5	0	128.5	1	382.75	0	0	7	0	0	3	1	0	1	0	0	0	0
K12085	1	1	0	1	1	2	0.67	1	41	1	0	1	0	1	270.67	1	1	0	0	1	2	0	20	1	41	1	2.67	1	5.67	1	94.67	1
K12111	2104	21	1729.5	2	314.75	5	483.5	4	798	2	549	10	2329.75	3	19	6	40	1	16.5	18	272.5	2	2606	11	1433.5	6	1.5	3	94.25	16	156.5	10
K12112	2104	21	1729.5	2	267.75	5	483.5	4	737	2	549	10	1961.75	3	19	6	0	1	2.5	18	272.5	1	2606	11	1433.5	6	1.5	3	94.25	16	156.5	10
K12113	2104	21	1729.5	2	1292.75	5	483.5	4	737	2	549	10	1961.75	3	19	6	150	1	2.5	18	272.5	1	2606	11	1433.5	6	1.5	3	94.25	16	156.5	10
K12130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12136	0	0	0	2	1279.75	1	0	0	0	0	138.5	0	1596.46	1	11	1	150	1	3.33	0	0	1	0	1	0	1	1.5	1	94.25	0	0	6
